report_date,client_id,target,col49,col52,col57,col85,col89,col93,col129,col137,col145,col153,col154,col161,col165,col169,col181,col183,col189,col193,col201,col209,col221,col237,col457,col460,col465,col513,col521,col529,col531,col539,col545,col549,col553,col554,col561,col569,col573,col577,col578,col585,col593,col601,col609,col793,col1029,col1045,col1053,col1061,col1070,col1073,col1170,col1273,col1274,col1277,col1454,col1647,col1652,col2191,col2216,col2220,col2221,col2222,col2316,col2340,col2388,col2470,col2663
2022-09-01,1524,1,https://samolet.ru/,https://samolet.ru/project/,main,off,-1,apt_kitchen,flat-detail-aside,Ипотека 2.9,ipoteka-29,Спутник,-1,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Other,-1,-1,/project/sputnik/,-1,https://yandex.ru/,-1,cpc,exponea,-1,компания самолет недвижимость,самолет,Russia,Moscow,-1,Yandex,a2d8abff-78b8-e611-80bf-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,-1.0,СТИЛОБАТ1,2.1,-1.0,bc4a3100-8b23-ed11-b823-005056b825cd,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2570165748042274
2021-12-01,475,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/spb/project/zhivi-v-rybackom/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,1bbba508-6938-4b6f-94be-60060e1f4856,Тестовая бронь,Дубль заявки,Замена квартиры,3178084.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2574822067986071
2023-01-01,1755,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/?project=41&building=475&,-1,filter_price_asc,page_load,Mobile Safari,iPhone,-1,-1,/account/flats/97044,/project/zarechye-park/,https://samolet.ru/project/zarechye-park/?utm_source=yandex_search&utm_medium=cpc&utm_campaign=zarechyepark_live_yd_s_brand_zarechye_p_search_search_zk_text_mmo_33~y2zhytgy|68614090&utm_term=%D0%B6%20%D0%BA%20%D0%B7%D0%B0%D1%80%D0%B5%D1%87%D1%8C%D0%B5%20%D0%BF%D0%B0%D1%80%D0%BA&utm_content=39127811287_39127811287|cid|68614090|gid|4767886394|aid|11670682875|adp|no|pos|premium2|src|search_none|dvc|mobile|reg|213|title_skidka_10&calltouch_tm=yd_c:68614090_gb:4767886394_ad:11670682875_ph:39127811287_st:search_pt:premium_p:2_s:none_dt:mobile_reg:213_ret:39127811287_apt:none&_openstat=ZGlyZWN0LnlhbmRleC5ydTs2ODYxNDA5MDsxMTY3MDY4Mjg3NTt5YW5kZXgucnU6cHJlbWl1bQ&yclid=6589099301716623359,-1,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,Moscow,-1,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,4d88ea2e-d5c6-4ae7-b3e9-f3dd57a19398,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,15112725.08,5000.0,2004728.65,180333.0,15122725.38,83.86,576.0,0.3247130355876469
2021-09-01,2013,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/spb/project/zhivi-v-rybackom/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,12dbbf74-2f4c-487c-bd39-ebd1ea2aa521,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2684461150551286
2021-10-01,2013,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/spb/project/zhivi-v-rybackom/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,12dbbf74-2f4c-487c-bd39-ebd1ea2aa521,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2684461150551286
2021-10-01,2412,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/spb/project/zhivi-v-rybackom/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,50a61eed-da8f-41ce-8616-c4ac5ebfa170,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2569190620677391
2021-09-01,2461,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/spb/project/zhivi-v-rybackom/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,72a974e0-6b0a-4fa0-b00d-b6a5fe362bbc,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2597133632771154
2022-01-01,2529,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/spb/project/zhivi-v-rybackom/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,a76ef78f-8d58-4eac-8075-6a8d5200649d,Тестовая бронь,Дубль заявки,Замена квартиры,5052462.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2722998754054537
2022-02-01,2666,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,-1,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_network,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,135f3048-57c0-4565-9c93-e27724a064ae,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2567183659523679
2021-12-01,2925,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/spb/project/zhivi-v-rybackom/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,f12d205d-2b60-4bfb-9539-8334a1ac84f4,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2663189585980754
2021-09-01,1330,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/spb/project/zhivi-v-rybackom/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,2f65ee40-516f-40db-bd0d-4baee726ff32,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2592073737370643
2023-02-01,3032,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking_storage,Заречье Парк,-1,Параметры бронирования,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/storage/?&ordering=price&project=41&building=1208&,https://samolet.ru/parking/?&ordering=price&project=41&building=1729&,https://samolet.ru/project/zarechye-park/,-1,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/parking/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,storage,form_ipoteka-2-99,it_mortgage,press_family,-1.0,2.1,-1.0,-1.0,6dc866e4-fadc-ec11-b822-005056b8a6d9,Тестовая бронь,Дубль заявки,Замена квартиры,2505192.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2891484493819369
2023-01-01,3256,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/spb/project/zhivi-v-rybackom/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,42d9bb72-5d5f-ed11-b822-005056b8a6c4,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2649481223679168
2021-12-01,3383,1,https://samolet.ru/,https://samolet.ru/project/,main,off,on,apt_kitchen,flat-detail-aside,Ипотека,booking,Спутник,Живи! В Рыбацком,Успешная оплата,Данные покупателя,РЕН_Тренд,Ванная комната,Спальня,Лофт,Скандинавский,Стандарт,Silver Style,https://samolet.ru/account/login/?next=/account/contracts/,https://samolet.ru/spb/parking/,https://samolet.ru/flats/,https://samolet.ru/spb/flats/,filter_price_asc,page_load,Chrome,Android,Other,iOS,/,/spb/project/zhivi-v-rybackom/,https://www.google.com/,https://yandex.ru/,cpc,exponea,yandex_search,компания самолет недвижимость,самолет,Russia,St.-Petersburg,St Petersburg,Yandex,9c3b7e8f-941c-e811-80dd-005056b8d207,По стоимости,project,araptment_ipoteka-2-99,form_ipoteka-2-99,it_mortgage,press_family,3.0,СТИЛОБАТ1,2.1,-1.0,c570e868-5445-4dc8-94ba-ed1af83d958d,Тестовая бронь,Дубль заявки,Замена квартиры,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2562613816564786
